Area,Item,Year,Yield,Pest,Rainfall,Temp
Azerbaijan,Maize,2007,46175,148.68,447,12.75
Azerbaijan,Potatoes,2007,154570,148.68,447,12.75
Azerbaijan,"Rice, paddy",2007,33886,148.68,447,12.75
Azerbaijan,Soybeans,2007,4000,148.68,447,12.75
Azerbaijan,Wheat,2007,26722,148.68,447,12.75
Azerbaijan,Maize,2008,47784,262.99,447,12.3
Azerbaijan,Potatoes,2008,156430,262.99,447,12.3
Azerbaijan,"Rice, paddy",2008,27973,262.99,447,12.3
Azerbaijan,Sorghum,2008,12000,262.99,447,12.3
Azerbaijan,Soybeans,2008,5000,262.99,447,12.3
Azerbaijan,Wheat,2008,27251,262.99,447,12.3
Azerbaijan,Maize,2009,47990,316.18,447,12.6
Azerbaijan,Potatoes,2009,149950,316.18,447,12.6
Azerbaijan,"Rice, paddy",2009,25279,316.18,447,12.6
Azerbaijan,Soybeans,2009,6677,316.18,447,12.6
Azerbaijan,Wheat,2009,25946,316.18,447,12.6
Azerbaijan,Maize,2010,45551,333.85,447,13.85
Azerbaijan,Potatoes,2010,144945,333.85,447,13.85
Azerbaijan,"Rice, paddy",2010,23963,333.85,447,13.85
Azerbaijan,Soybeans,2010,7136,333.85,447,13.85
Azerbaijan,Wheat,2010,19381,333.85,447,13.85
Azerbaijan,Maize,2011,45460,461.84,447,11.79
Azerbaijan,Potatoes,2011,143973,461.84,447,11.79
Azerbaijan,"Rice, paddy",2011,20947,461.84,447,11.79
Azerbaijan,Soybeans,2011,6717,461.84,447,11.79
Azerbaijan,Wheat,2011,24376,461.84,447,11.79
Azerbaijan,Maize,2012,51029,516.35,447,13.0
Azerbaijan,Potatoes,2012,146740,516.35,447,13.0
Azerbaijan,"Rice, paddy",2012,22249,516.35,447,13.0
Azerbaijan,Sorghum,2012,1500,516.35,447,13.0
Azerbaijan,Soybeans,2012,6587,516.35,447,13.0
Azerbaijan,Wheat,2012,26144,516.35,447,13.0
Azerbaijan,Maize,2013,53903,489.8,447,14.12
Azerbaijan,Potatoes,2013,151999,489.8,447,14.12
Azerbaijan,"Rice, paddy",2013,22808,489.8,447,14.12
Azerbaijan,Sorghum,2013,5000,489.8,447,14.12
Azerbaijan,Soybeans,2013,6457,489.8,447,14.12
Azerbaijan,Wheat,2013,26719,489.8,447,14.12
Bahamas,Cassava,1990,106667,484.59,..,25.74
Bahamas,Maize,1990,15000,484.59,..,25.74
Bahamas,Sweet potatoes,1990,38118,484.59,..,25.74
Bahamas,Cassava,1991,100000,484.59,..,25.66
Bahamas,Maize,1991,16667,484.59,..,25.66
Bahamas,Sweet potatoes,1991,31385,484.59,..,25.66
Bahamas,Cassava,1992,95859,484.59,1292,25.1
Bahamas,Maize,1992,16667,484.59,1292,25.1
Bahamas,Sweet potatoes,1992,31586,484.59,1292,25.1
Bahamas,Cassava,1993,90909,484.59,1292,25.26
Bahamas,Maize,1993,16000,484.59,1292,25.26
Bahamas,Sweet potatoes,1993,31571,484.59,1292,25.26
Bahamas,Cassava,1994,80000,484.59,1292,25.73
Bahamas,Maize,1994,17931,484.59,1292,25.73
Bahamas,Sweet potatoes,1994,31254,484.59,1292,25.73
Bahamas,Cassava,1995,77089,484.59,1292,25.44
Bahamas,Maize,1995,17931,484.59,1292,25.44
Bahamas,Sweet potatoes,1995,30714,484.59,1292,25.44
Bahamas,Cassava,1996,75783,484.59,1292,25.06
Bahamas,Maize,1996,17931,484.59,1292,25.06
Bahamas,Sweet potatoes,1996,31324,484.59,1292,25.06
Bahamas,Cassava,1997,75317,484.59,1292,25.81
Bahamas,Maize,1997,17400,484.59,1292,25.81
Bahamas,Sweet potatoes,1997,30800,484.59,1292,25.81
Bahamas,Cassava,1998,75000,484.59,1292,25.94
Bahamas,Maize,1998,19842,484.59,1292,25.94
Bahamas,Sweet potatoes,1998,31724,484.59,1292,25.94
Bahamas,Cassava,1999,80000,484.59,1292,25.31
Bahamas,Maize,1999,21657,484.59,1292,25.31
Bahamas,Sweet potatoes,1999,38088,484.59,1292,25.31
Bahamas,Cassava,2000,100000,484.59,1292,25.16
Bahamas,Maize,2000,24762,484.59,1292,25.16
Bahamas,Sweet potatoes,2000,35304,484.59,1292,25.16
Bahamas,Cassava,2001,102308,375.89,1292,25.23
Bahamas,Maize,2001,30000,375.89,1292,25.23
Bahamas,Sweet potatoes,2001,30556,375.89,1292,25.23
Bahamas,Cassava,2002,100000,384.23,1292,25.79
Bahamas,Maize,2002,30500,384.23,1292,25.79
Bahamas,Sweet potatoes,2002,34792,384.23,1292,25.79
Bahamas,Cassava,2004,103333,269.66,1292,25.46
Bahamas,Maize,2004,35500,269.66,1292,25.46
Bahamas,Sweet potatoes,2004,33846,269.66,1292,25.46
Bahamas,Cassava,2005,106816,315.74,1292,25.43
Bahamas,Maize,2005,36000,315.74,1292,25.43
Bahamas,Sweet potatoes,2005,34323,315.74,1292,25.43
Bahamas,Cassava,2006,106250,268.2,1292,25.34
Bahamas,Maize,2006,38000,268.2,1292,25.34
Bahamas,Sweet potatoes,2006,34519,268.2,1292,25.34
Bahamas,Cassava,2007,105556,268.2,1292,25.71
Bahamas,Maize,2007,40000,268.2,1292,25.71
Bahamas,Sweet potatoes,2007,34364,268.2,1292,25.71
Bahamas,Cassava,2008,139562,268.2,1292,25.63
Bahamas,Maize,2008,47619,268.2,1292,25.63
Bahamas,Sweet potatoes,2008,34462,268.2,1292,25.63
Bahamas,Cassava,2009,180917,268.2,1292,25.46
Bahamas,Maize,2009,60000,268.2,1292,25.46
Bahamas,Sweet potatoes,2009,34560,268.2,1292,25.46
Bahamas,Cassava,2010,221795,268.2,1292,24.77
Bahamas,Maize,2010,75333,268.2,1292,24.77
Bahamas,Plantains and others,2010,79048,268.2,1292,24.77
Bahamas,Sweet potatoes,2010,34658,268.2,1292,24.77
Bahamas,Cassava,2011,225128,268.2,1292,25.76
Bahamas,Maize,2011,73085,268.2,1292,25.76
Bahamas,Plantains and others,2011,78182,268.2,1292,25.76
Bahamas,Sweet potatoes,2011,34757,268.2,1292,25.76
Bahamas,Cassava,2012,223000,268.2,1292,25.46
Bahamas,Maize,2012,73404,268.2,1292,25.46
Bahamas,Plantains and others,2012,77391,268.2,1292,25.46
Bahamas,Sweet potatoes,2012,34855,268.2,1292,25.46
Bahamas,Cassava,2013,221509,268.2,1292,25.88
Bahamas,Maize,2013,74465,268.2,1292,25.88
Bahamas,Plantains and others,2013,76928,268.2,1292,25.88
Bahamas,Sweet potatoes,2013,34953,268.2,1292,25.88
Bahrain,Potatoes,1990,186667,14.05,83,26.26
Bahrain,Sweet potatoes,1990,116667,14.05,83,26.26
Bahrain,Potatoes,1991,206667,14.05,83,25.73
Bahrain,Sweet potatoes,1991,120000,14.05,83,25.73
Bahrain,Potatoes,1992,188000,14.05,83,25.09
Bahrain,Sweet potatoes,1992,112500,14.05,83,25.09
Bahrain,Potatoes,1993,162857,14.05,83,26.09
Bahrain,Sweet potatoes,1993,116667,14.05,83,26.09
Bahrain,Potatoes,1994,147500,30.86,83,26.66
Bahrain,Sweet potatoes,1994,125000,30.86,83,26.66
Bahrain,Potatoes,1995,166667,12.46,83,26.18
Bahrain,Sweet potatoes,1995,120000,12.46,83,26.18
Bahrain,Potatoes,1996,125000,12.16,83,26.76
Bahrain,Potatoes,1997,160000,9.42,83,26.11
Bahrain,Potatoes,1998,160000,11.15,83,27.54
Bahrain,Potatoes,1999,100000,12.5,83,27.67
Bahrain,Potatoes,2000,103333,8.65,83,26.99
Bahrain,Potatoes,2001,110000,9.2,83,27.36
Bahrain,Potatoes,2002,190000,0.91,83,27.19
Bahrain,Potatoes,2004,180000,12.24,83,27.07
Bahrain,Potatoes,2005,100000,12.75,83,26.89
Bahrain,Potatoes,2006,130000,12.12,83,27.15
Bahrain,Potatoes,2007,255556,16.25,83,27.13
Bahrain,Potatoes,2008,210000,10.45,83,26.96
Bahrain,Potatoes,2009,166667,12.59,83,27.24
Bahrain,Potatoes,2010,155598,9.84,83,28.0
Bahrain,Potatoes,2011,171162,9.14,83,27.01
Bahrain,Potatoes,2012,177812,9.14,83,27.45
Bahrain,Potatoes,2013,179569,9.14,83,27.86
Bangladesh,Maize,1990,10015,1266.0,2666,25.98
Bangladesh,Maize,1990,10015,1266.0,2666,25.98
Bangladesh,Potatoes,1990,91410,1266.0,2666,25.98
Bangladesh,Potatoes,1990,91410,1266.0,2666,25.98
Bangladesh,"Rice, paddy",1990,25661,1266.0,2666,25.98
Bangladesh,"Rice, paddy",1990,25661,1266.0,2666,25.98
Bangladesh,Sorghum,1990,8103,1266.0,2666,25.98
Bangladesh,Sorghum,1990,8103,1266.0,2666,25.98
Bangladesh,Sweet potatoes,1990,98316,1266.0,2666,25.98
Bangladesh,Sweet potatoes,1990,98316,1266.0,2666,25.98
Bangladesh,Wheat,1990,15034,1266.0,2666,25.98
Bangladesh,Wheat,1990,15034,1266.0,2666,25.98
Bangladesh,Maize,1991,9781,1287.0,2666,25.85
Bangladesh,Maize,1991,9781,1287.0,2666,25.85
Bangladesh,Potatoes,1991,99868,1287.0,2666,25.85
Bangladesh,Potatoes,1991,99868,1287.0,2666,25.85
Bangladesh,"Rice, paddy",1991,26592,1287.0,2666,25.85
Bangladesh,"Rice, paddy",1991,26592,1287.0,2666,25.85
Bangladesh,Sorghum,1991,8376,1287.0,2666,25.85
Bangladesh,Sorghum,1991,8376,1287.0,2666,25.85
Bangladesh,Sweet potatoes,1991,96481,1287.0,2666,25.85
Bangladesh,Sweet potatoes,1991,96481,1287.0,2666,25.85
Bangladesh,Wheat,1991,16767,1287.0,2666,25.85
Bangladesh,Wheat,1991,16767,1287.0,2666,25.85
Bangladesh,Maize,1992,9319,1453.0,2666,25.86
Bangladesh,Maize,1992,9319,1453.0,2666,25.86
Bangladesh,Potatoes,1992,107931,1453.0,2666,25.86
Bangladesh,Potatoes,1992,107931,1453.0,2666,25.86
Bangladesh,"Rice, paddy",1992,26893,1453.0,2666,25.86
Bangladesh,"Rice, paddy",1992,26893,1453.0,2666,25.86
Bangladesh,Sorghum,1992,8988,1453.0,2666,25.86
Bangladesh,Sorghum,1992,8988,1453.0,2666,25.86
Bangladesh,Sweet potatoes,1992,96477,1453.0,2666,25.86
Bangladesh,Sweet potatoes,1992,96477,1453.0,2666,25.86
Bangladesh,Wheat,1992,18534,1453.0,2666,25.86
Bangladesh,Wheat,1992,18534,1453.0,2666,25.86
Bangladesh,Maize,1993,9351,1487.0,2666,25.73
Bangladesh,Maize,1993,9351,1487.0,2666,25.73
Bangladesh,Potatoes,1993,106787,1487.0,2666,25.73
Bangladesh,Potatoes,1993,106787,1487.0,2666,25.73
Bangladesh,"Rice, paddy",1993,27185,1487.0,2666,25.73
Bangladesh,"Rice, paddy",1993,27185,1487.0,2666,25.73
Bangladesh,Sorghum,1993,8948,1487.0,2666,25.73
Bangladesh,Sorghum,1993,8948,1487.0,2666,25.73
Bangladesh,Sweet potatoes,1993,95714,1487.0,2666,25.73
Bangladesh,Sweet potatoes,1993,95714,1487.0,2666,25.73
Bangladesh,Wheat,1993,18457,1487.0,2666,25.73
Bangladesh,Wheat,1993,18457,1487.0,2666,25.73
Bangladesh,Maize,1994,9042,1594.5,2666,25.91
Bangladesh,Maize,1994,9042,1594.5,2666,25.91
Bangladesh,Potatoes,1994,109570,1594.5,2666,25.91
Bangladesh,Potatoes,1994,109570,1594.5,2666,25.91
Bangladesh,"Rice, paddy",1994,25328,1594.5,2666,25.91
Bangladesh,"Rice, paddy",1994,25328,1594.5,2666,25.91
Bangladesh,Sorghum,1994,9892,1594.5,2666,25.91
Bangladesh,Sorghum,1994,9892,1594.5,2666,25.91
Bangladesh,Sweet potatoes,1994,95373,1594.5,2666,25.91
Bangladesh,Sweet potatoes,1994,95373,1594.5,2666,25.91
Bangladesh,Wheat,1994,18390,1594.5,2666,25.91
Bangladesh,Wheat,1994,18390,1594.5,2666,25.91
Bangladesh,Maize,1995,10700,1702.0,2666,26.09
Bangladesh,Maize,1995,10700,1702.0,2666,26.09
Bangladesh,Potatoes,1995,111665,1702.0,2666,26.09
Bangladesh,Potatoes,1995,111665,1702.0,2666,26.09
Bangladesh,"Rice, paddy",1995,26527,1702.0,2666,26.09
Bangladesh,"Rice, paddy",1995,26527,1702.0,2666,26.09
Bangladesh,Sorghum,1995,9804,1702.0,2666,26.09
Bangladesh,Sorghum,1995,9804,1702.0,2666,26.09
Bangladesh,Sweet potatoes,1995,95186,1702.0,2666,26.09
Bangladesh,Sweet potatoes,1995,95186,1702.0,2666,26.09
Bangladesh,Wheat,1995,19483,1702.0,2666,26.09
Bangladesh,Wheat,1995,19483,1702.0,2666,26.09
Bangladesh,Maize,1996,10166,1919.0,2666,26.15
Bangladesh,Maize,1996,10166,1919.0,2666,26.15
Bangladesh,Potatoes,1996,112741,1919.0,2666,26.15
Bangladesh,Potatoes,1996,112741,1919.0,2666,26.15
Bangladesh,"Rice, paddy",1996,27629,1919.0,2666,26.15
Bangladesh,"Rice, paddy",1996,27629,1919.0,2666,26.15
Bangladesh,Sorghum,1996,9959,1919.0,2666,26.15
Bangladesh,Sorghum,1996,9959,1919.0,2666,26.15
Bangladesh,Sweet potatoes,1996,96081,1919.0,2666,26.15
Bangladesh,Sweet potatoes,1996,96081,1919.0,2666,26.15
Bangladesh,Wheat,1996,19531,1919.0,2666,26.15
Bangladesh,Wheat,1996,19531,1919.0,2666,26.15
Bangladesh,Maize,1997,10914,2035.0,2666,25.55
Bangladesh,Maize,1997,10914,2035.0,2666,25.55
Bangladesh,Potatoes,1997,112551,2035.0,2666,25.55
Bangladesh,Potatoes,1997,112551,2035.0,2666,25.55
Bangladesh,"Rice, paddy",1997,27431,2035.0,2666,25.55
Bangladesh,"Rice, paddy",1997,27431,2035.0,2666,25.55
Bangladesh,Sorghum,1997,10297,2035.0,2666,25.55
Bangladesh,Sorghum,1997,10297,2035.0,2666,25.55
Bangladesh,Sweet potatoes,1997,93946,2035.0,2666,25.55
Bangladesh,Sweet potatoes,1997,93946,2035.0,2666,25.55
Bangladesh,Wheat,1997,20544,2035.0,2666,25.55
Bangladesh,Wheat,1997,20544,2035.0,2666,25.55
Bangladesh,Maize,1998,7339,2068.0,2666,26.13
Bangladesh,Maize,1998,7339,2068.0,2666,26.13
Bangladesh,Potatoes,1998,113972,2068.0,2666,26.13
Bangladesh,Potatoes,1998,113972,2068.0,2666,26.13
Bangladesh,"Rice, paddy",1998,29358,2068.0,2666,26.13
Bangladesh,"Rice, paddy",1998,29358,2068.0,2666,26.13
Bangladesh,Sorghum,1998,7901,2068.0,2666,26.13
Bangladesh,Sorghum,1998,7901,2068.0,2666,26.13
Bangladesh,Sweet potatoes,1998,95325,2068.0,2666,26.13
Bangladesh,Sweet potatoes,1998,95325,2068.0,2666,26.13
Bangladesh,Wheat,1998,22408,2068.0,2666,26.13
Bangladesh,Wheat,1998,22408,2068.0,2666,26.13
Bangladesh,Maize,1999,12346,2532.0,2666,26.31
Bangladesh,Maize,1999,12346,2532.0,2666,26.31
Bangladesh,Potatoes,1999,112810,2532.0,2666,26.31
Bangladesh,Potatoes,1999,112810,2532.0,2666,26.31
Bangladesh,"Rice, paddy",1999,32139,2532.0,2666,26.31
Bangladesh,"Rice, paddy",1999,32139,2532.0,2666,26.31
Bangladesh,Sorghum,1999,12346,2532.0,2666,26.31
Bangladesh,Sorghum,1999,12346,2532.0,2666,26.31
Bangladesh,Sweet potatoes,1999,92786,2532.0,2666,26.31
Bangladesh,Sweet potatoes,1999,92786,2532.0,2666,26.31
Bangladesh,Wheat,1999,21627,2532.0,2666,26.31
Bangladesh,Wheat,1999,21627,2532.0,2666,26.31
Bangladesh,Maize,2000,20597,3170.0,2666,25.91
Bangladesh,Maize,2000,20597,3170.0,2666,25.91
Bangladesh,Potatoes,2000,120591,3170.0,2666,25.91
Bangladesh,Potatoes,2000,120591,3170.0,2666,25.91
Bangladesh,"Rice, paddy",2000,34836,3170.0,2666,25.91
Bangladesh,"Rice, paddy",2000,34836,3170.0,2666,25.91
Bangladesh,Sorghum,2000,12346,3170.0,2666,25.91
Bangladesh,Sorghum,2000,12346,3170.0,2666,25.91
Bangladesh,Sweet potatoes,2000,92479,3170.0,2666,25.91
Bangladesh,Sweet potatoes,2000,92479,3170.0,2666,25.91
Bangladesh,Wheat,2000,22104,3170.0,2666,25.91
Bangladesh,Wheat,2000,22104,3170.0,2666,25.91
Bangladesh,Maize,2001,32216,3295.78,2666,25.93
Bangladesh,Maize,2001,32216,3295.78,2666,25.93
Bangladesh,Potatoes,2001,129163,3295.78,2666,25.93
Bangladesh,Potatoes,2001,129163,3295.78,2666,25.93
Bangladesh,"Rice, paddy",2001,34020,3295.78,2666,25.93
Bangladesh,"Rice, paddy",2001,34020,3295.78,2666,25.93
Bangladesh,Sorghum,2001,12346,3295.78,2666,25.93
Bangladesh,Sorghum,2001,12346,3295.78,2666,25.93
Bangladesh,Sweet potatoes,2001,90907,3295.78,2666,25.93
Bangladesh,Sweet potatoes,2001,90907,3295.78,2666,25.93
Bangladesh,Wheat,2001,21643,3295.78,2666,25.93
Bangladesh,Wheat,2001,21643,3295.78,2666,25.93
Bangladesh,Maize,2002,40349,2954.29,2666,26.1
Bangladesh,Maize,2002,40349,2954.29,2666,26.1
Bangladesh,Potatoes,2002,126010,2954.29,2666,26.1
Bangladesh,Potatoes,2002,126010,2954.29,2666,26.1
Bangladesh,"Rice, paddy",2002,34902,2954.29,2666,26.1
Bangladesh,"Rice, paddy",2002,34902,2954.29,2666,26.1
Bangladesh,Sorghum,2002,12361,2954.29,2666,26.1
Bangladesh,Sorghum,2002,12361,2954.29,2666,26.1
Bangladesh,Sweet potatoes,2002,90919,2954.29,2666,26.1
Bangladesh,Sweet potatoes,2002,90919,2954.29,2666,26.1
Bangladesh,Wheat,2002,21644,2954.29,2666,26.1
Bangladesh,Wheat,2002,21644,2954.29,2666,26.1
Bangladesh,Maize,2004,48243,5587.81,2666,26.14
Bangladesh,Maize,2004,48243,5587.81,2666,26.14
Bangladesh,Potatoes,2004,144313,5587.81,2666,26.14
Bangladesh,Potatoes,2004,144313,5587.81,2666,26.14
Bangladesh,"Rice, paddy",2004,35359,5587.81,2666,26.14
Bangladesh,"Rice, paddy",2004,35359,5587.81,2666,26.14
Bangladesh,Sorghum,2004,11633,5587.81,2666,26.14
Bangladesh,Sorghum,2004,11633,5587.81,2666,26.14
Bangladesh,Sweet potatoes,2004,89459,5587.81,2666,26.14
Bangladesh,Sweet potatoes,2004,89459,5587.81,2666,26.14
Bangladesh,Wheat,2004,19527,5587.81,2666,26.14
Bangladesh,Wheat,2004,19527,5587.81,2666,26.14
Bangladesh,Maize,2005,53311,7605.01,2666,26.19
Bangladesh,Maize,2005,53311,7605.01,2666,26.19
Bangladesh,Potatoes,2005,148805,7605.01,2666,26.19
Bangladesh,Potatoes,2005,148805,7605.01,2666,26.19
Bangladesh,"Rice, paddy",2005,37814,7605.01,2666,26.19
Bangladesh,"Rice, paddy",2005,37814,7605.01,2666,26.19
Bangladesh,Sorghum,2005,13214,7605.01,2666,26.19
Bangladesh,Sorghum,2005,13214,7605.01,2666,26.19
Bangladesh,Soybeans,2005,14148,7605.01,2666,26.19
Bangladesh,Soybeans,2005,14148,7605.01,2666,26.19
Bangladesh,Sweet potatoes,2005,88704,7605.01,2666,26.19
Bangladesh,Sweet potatoes,2005,88704,7605.01,2666,26.19
Bangladesh,Wheat,2005,17478,7605.01,2666,26.19
Bangladesh,Wheat,2005,17478,7605.01,2666,26.19
Bangladesh,Maize,2006,52998,9074.43,2666,26.44
Bangladesh,Maize,2006,52998,9074.43,2666,26.44
Bangladesh,Potatoes,2006,143848,9074.43,2666,26.44
Bangladesh,Potatoes,2006,143848,9074.43,2666,26.44
Bangladesh,"Rice, paddy",2006,38541,9074.43,2666,26.44
Bangladesh,"Rice, paddy",2006,38541,9074.43,2666,26.44
Bangladesh,Sorghum,2006,13587,9074.43,2666,26.44
Bangladesh,Sorghum,2006,13587,9074.43,2666,26.44
Bangladesh,Soybeans,2006,15144,9074.43,2666,26.44
Bangladesh,Soybeans,2006,15144,9074.43,2666,26.44
Bangladesh,Sweet potatoes,2006,90254,9074.43,2666,26.44
Bangladesh,Sweet potatoes,2006,90254,9074.43,2666,26.44
Bangladesh,Wheat,2006,15344,9074.43,2666,26.44
Bangladesh,Wheat,2006,15344,9074.43,2666,26.44
Bangladesh,Maize,2007,59812,10962.31,2666,25.95
Bangladesh,Maize,2007,59812,10962.31,2666,25.95
Bangladesh,Potatoes,2007,149768,10962.31,2666,25.95
Bangladesh,Potatoes,2007,149768,10962.31,2666,25.95
Bangladesh,"Rice, paddy",2007,40833,10962.31,2666,25.95
Bangladesh,"Rice, paddy",2007,40833,10962.31,2666,25.95
Bangladesh,Sorghum,2007,13462,10962.31,2666,25.95
Bangladesh,Sorghum,2007,13462,10962.31,2666,25.95
Bangladesh,Soybeans,2007,14717,10962.31,2666,25.95
Bangladesh,Soybeans,2007,14717,10962.31,2666,25.95
Bangladesh,Sweet potatoes,2007,90479,10962.31,2666,25.95
Bangladesh,Sweet potatoes,2007,90479,10962.31,2666,25.95
Bangladesh,Wheat,2007,18471,10962.31,2666,25.95
Bangladesh,Wheat,2007,18471,10962.31,2666,25.95
Bangladesh,Maize,2008,60172,12936.5,2666,26.0
Bangladesh,Maize,2008,60172,12936.5,2666,26.0
Bangladesh,Potatoes,2008,165373,12936.5,2666,26.0
Bangladesh,Potatoes,2008,165373,12936.5,2666,26.0
Bangladesh,"Rice, paddy",2008,41441,12936.5,2666,26.0
Bangladesh,"Rice, paddy",2008,41441,12936.5,2666,26.0
Bangladesh,Sorghum,2008,21505,12936.5,2666,26.0
Bangladesh,Sorghum,2008,21505,12936.5,2666,26.0
Bangladesh,Soybeans,2008,15026,12936.5,2666,26.0
Bangladesh,Soybeans,2008,15026,12936.5,2666,26.0
Bangladesh,Sweet potatoes,2008,97290,12936.5,2666,26.0
Bangladesh,Sweet potatoes,2008,97290,12936.5,2666,26.0
Bangladesh,Wheat,2008,21753,12936.5,2666,26.0
Bangladesh,Wheat,2008,21753,12936.5,2666,26.0
Bangladesh,Maize,2009,56831,13790.09,2666,26.54
Bangladesh,Maize,2009,56831,13790.09,2666,26.54
Bangladesh,Potatoes,2009,133367,13790.09,2666,26.54
Bangladesh,Potatoes,2009,133367,13790.09,2666,26.54
Bangladesh,"Rice, paddy",2009,42404,13790.09,2666,26.54
Bangladesh,"Rice, paddy",2009,42404,13790.09,2666,26.54
Bangladesh,Sorghum,2009,13300,13790.09,2666,26.54
Bangladesh,Sorghum,2009,13300,13790.09,2666,26.54
Bangladesh,Soybeans,2009,14660,13790.09,2666,26.54
Bangladesh,Soybeans,2009,14660,13790.09,2666,26.54
Bangladesh,Sweet potatoes,2009,96232,13790.09,2666,26.54
Bangladesh,Sweet potatoes,2009,96232,13790.09,2666,26.54
Bangladesh,Wheat,2009,21516,13790.09,2666,26.54
Bangladesh,Wheat,2009,21516,13790.09,2666,26.54
Bangladesh,Maize,2010,58378,13283.72,2666,26.65
Bangladesh,Maize,2010,58378,13283.72,2666,26.65
Bangladesh,Potatoes,2010,182299,13283.72,2666,26.65
Bangladesh,Potatoes,2010,182299,13283.72,2666,26.65
Bangladesh,"Rice, paddy",2010,43422,13283.72,2666,26.65
Bangladesh,"Rice, paddy",2010,43422,13283.72,2666,26.65
Bangladesh,Sorghum,2010,12806,13283.72,2666,26.65
Bangladesh,Sorghum,2010,12806,13283.72,2666,26.65
Bangladesh,Soybeans,2010,17090,13283.72,2666,26.65
Bangladesh,Soybeans,2010,17090,13283.72,2666,26.65
Bangladesh,Sweet potatoes,2010,98688,13283.72,2666,26.65
Bangladesh,Sweet potatoes,2010,98688,13283.72,2666,26.65
Bangladesh,Wheat,2010,23959,13283.72,2666,26.65
Bangladesh,Wheat,2010,23959,13283.72,2666,26.65
Bangladesh,Maize,2011,61512,14798.28,2666,25.8
Bangladesh,Maize,2011,61512,14798.28,2666,25.8
Bangladesh,Potatoes,2011,180931,14798.28,2666,25.8
Bangladesh,Potatoes,2011,180931,14798.28,2666,25.8
Bangladesh,"Rice, paddy",2011,43917,14798.28,2666,25.8
Bangladesh,"Rice, paddy",2011,43917,14798.28,2666,25.8
Bangladesh,Sorghum,2011,14667,14798.28,2666,25.8
Bangladesh,Sorghum,2011,14667,14798.28,2666,25.8
Bangladesh,Soybeans,2011,15898,14798.28,2666,25.8
Bangladesh,Soybeans,2011,15898,14798.28,2666,25.8
Bangladesh,Sweet potatoes,2011,97962,14798.28,2666,25.8
Bangladesh,Sweet potatoes,2011,97962,14798.28,2666,25.8
Bangladesh,Wheat,2011,26012,14798.28,2666,25.8
Bangladesh,Wheat,2011,26012,14798.28,2666,25.8
Bangladesh,Maize,2012,65838,13289.18,2666,26.28
Bangladesh,Maize,2012,65838,13289.18,2666,26.28
Bangladesh,Potatoes,2012,190627,13289.18,2666,26.28
Bangladesh,Potatoes,2012,190627,13289.18,2666,26.28
Bangladesh,"Rice, paddy",2012,44206,13289.18,2666,26.28
Bangladesh,"Rice, paddy",2012,44206,13289.18,2666,26.28
Bangladesh,Sorghum,2012,13452,13289.18,2666,26.28
Bangladesh,Sorghum,2012,13452,13289.18,2666,26.28
Bangladesh,Soybeans,2012,15814,13289.18,2666,26.28
Bangladesh,Soybeans,2012,15814,13289.18,2666,26.28
Bangladesh,Sweet potatoes,2012,102939,13289.18,2666,26.28
Bangladesh,Sweet potatoes,2012,102939,13289.18,2666,26.28
Bangladesh,Wheat,2012,27789,13289.18,2666,26.28
Bangladesh,Wheat,2012,27789,13289.18,2666,26.28
Bangladesh,Maize,2013,65953,15330.16,2666,26.59
Bangladesh,Maize,2013,65953,15330.16,2666,26.59
Bangladesh,Potatoes,2013,193790,15330.16,2666,26.59
Bangladesh,Potatoes,2013,193790,15330.16,2666,26.59
Bangladesh,"Rice, paddy",2013,45317,15330.16,2666,26.59
Bangladesh,"Rice, paddy",2013,45317,15330.16,2666,26.59
Bangladesh,Sorghum,2013,11343,15330.16,2666,26.59
Bangladesh,Sorghum,2013,11343,15330.16,2666,26.59
Bangladesh,Soybeans,2013,14729,15330.16,2666,26.59
Bangladesh,Soybeans,2013,14729,15330.16,2666,26.59
Bangladesh,Sweet potatoes,2013,97019,15330.16,2666,26.59
Bangladesh,Sweet potatoes,2013,97019,15330.16,2666,26.59
Bangladesh,Wheat,2013,30138,15330.16,2666,26.59
Bangladesh,Wheat,2013,30138,15330.16,2666,26.59
Belarus,Maize,1992,30000,8306.31,618,6.74
Belarus,Potatoes,1992,115326,8306.31,618,6.74
Belarus,Wheat,1992,27983,8306.31,618,6.74
Belarus,Maize,1993,12000,8306.31,618,5.61
Belarus,Potatoes,1993,155463,8306.31,618,5.61
Belarus,Wheat,1993,26826,8306.31,618,5.61
Belarus,Maize,1994,5000,8306.31,618,6.26
Belarus,Potatoes,1994,118235,8306.31,618,6.26
Belarus,Wheat,1994,22802,8306.31,618,6.26
Belarus,Maize,1995,24545,8306.31,618,6.68
Belarus,Potatoes,1995,131092,8306.31,618,6.68
Belarus,Wheat,1995,24791,8306.31,618,6.68
Belarus,Maize,1996,23000,8306.31,618,5.32
Belarus,Potatoes,1996,151328,8306.31,618,5.32
Belarus,Wheat,1996,21989,8306.31,618,5.32
Belarus,Maize,1997,20333,8306.31,618,5.98
Belarus,Potatoes,1997,99173,8306.31,618,5.98
Belarus,Wheat,1997,25132,8306.31,618,5.98
Belarus,Maize,1998,26522,8306.31,618,6.11
Belarus,Potatoes,1998,108971,8306.31,618,6.11
Belarus,Wheat,1998,21347,8306.31,618,6.11
Belarus,Maize,1999,26053,8306.31,618,7.38
Belarus,Potatoes,1999,113330,8306.31,618,7.38
